n_0,R_0,c,r,D,R_max,E_b,R_unc,E_h,v_b,E_m,v_d,E_move,z,K,extinction
0.864321608,0.318528,0.7113731,0.8848306,0.9094941,0.342128,0.05526145,0.12104128,0.4924124,0.6000394,0.3533602,0.6465132,0.3271372,0.7804874,0.6351298,0
0.763819095,0.8795144,0.2863975,0.7091102,0.976338,0.7318437,0.8649409,0.3632464,0.9343782,0.4288568,0.3426612,0.02100054,0.4910638,0.6989804,0.0822773,0
0.065326633,0.2979854,0.23241,0.5366946,0.7569246,0.9777655,0.08662962,0.018056646,0.2017844,0.5676012,0.03672224,0.1841201,0.224469,0.3422168,0.14705832,0
0.336683417,0.1156136,0.03349836,0.009494534,0.7318477,0.7751848,0.8124147,0.6412806,0.04504686,0.9377174,0.8861812,0.5709332,0.432838,0.6571252,0.6041726,0
0.964824121,0.8415304,0.4745895,0.7026026,0.9470211,0.0618756,0.5214032,0.988715,0.8410758,0.7087966,0.2084454,0.807498,0.924646,0.6906888,0.3205828,0
0.653266332,0.3323293,0.04008072,0.820685,0.1646883,0.7891529,0.2459394,0.4938646,0.7461998,0.12171282,0.7397986,0.14539294,0.6968204,0.3195748,0.9898746,0
0.045226131,0.7022193,0.4132272,0.7469508,0.7738345,0.3020886,0.5120915,0.8319528,0.5384012,0.7853586,0.4449528,0.3869646,0.19362748,0.8613576,0.4423612,0
0.728643216,0.9422255,0.240472,0.4944398,0.5491101,0.01474699,0.9506823,0.2731314,0.5835122,0.9151446,0.383371,0.6383292,0.88444,0.9625034,0.896494,0
0.331658291,0.2146294,0.6711883,0.0361631,0.7243118,0.0886322,0.7507935,0.15774172,0.3659166,0.377279,0.7114302,0.11456822,0.5716732,0.3277198,0.11881518,0
0.809045226,0.256381,0.2192891,0.9444824,0.5121583,0.1535387,0.4601433,0.6061256,0.05853332,0.2689702,0.8296312,0.11567436,0.7096464,0.02954718,0.2308228,0
0.366834171,0.8661758,0.4584707,0.4096964,0.3070651,0.09261625,0.7779313,0.922863,0.9774454,0.2933476,0.6820542,0.9843108,0.9930092,0.6205968,0.9152834,0
0.914572864,0.01298409,0.4399737,0.5017436,0.2943702,0.9592197,0.56382,0.5954302,0.7535362,0.9615832,0.8756476,0.7156512,0.7976844,0.8037706,0.4680124,0
0.572864322,0.7209153,0.5258734,0.20298,0.2881461,0.2924699,0.6438023,0.14106658,0.70992,0.895579,0.9480824,0.06072402,0.734691,0.03787856,0.9518736,0
0.994974874,0.08549392,0.6077529,0.8425808,0.348332,0.6322503,0.9582059,0.19470338,0.4960354,0.5923956,0.395879,0.3968204,0.6467108,0.8245058,0.2042702,1
0.422110553,0.5656218,0.8336495,0.3967924,0.2652842,0.4301212,0.1104918,0.3112974,0.07618978,0.2149164,0.3035552,0.915934,0.296075,0.625276,0.6918114,0
0.165829146,0.7775255,0.5582634,0.5464834,0.6258662,0.8142088,0.4143093,0.6845652,0.12699626,0.7365906,0.18108138,0.84943,0.3870352,0.7021912,0.06843866,1
0.216080402,0.3496055,0.9448189,0.018143876,0.03313902,0.6642322,0.5594909,0.965608,0.6969548,0.10018764,0.008066146,0.521008,0.4450002,0.6387322,0.05383752,0
0.924623116,0.004855321,0.2455966,0.16017414,0.3374916,0.8645221,0.2096811,0.7825062,0.1184443,0.9223212,0.5384854,0.8262248,0.04710234,0.8078034,0.3488828,0
0.216080402,0.262075,0.6173456,0.8360206,0.6775201,0.3580045,0.313728,0.06109666,0.12253492,0.8777662,0.0849404,0.15520316,0.5101358,0.9584586,0.6173382,0
0.326633166,0.0661514,0.5070359,0.9993486,0.5923891,0.9606755,0.8046911,0.983957,0.05161462,0.450485,0.2736862,0.4432668,0.5234692,0.0674149,0.9612878,1
0.552763819,0.8579371,0.06843748,0.2428122,0.7690837,0.9407017,0.469554,0.21467,0.6161558,0.11858758,0.2595536,0.477063,0.8995238,0.910893,0.5663948,0
0.43718593,0.7807912,0.320245,0.3274336,0.9670635,0.6894188,0.8313453,0.5544018,0.2462008,0.3558974,0.7799564,0.9785536,0.2877762,0.4375868,0.5955118,1
0.718592965,0.750862,0.4643701,0.3452548,0.7470789,0.08116314,0.1399318,0.8015036,0.7575458,0.864352,0.4965056,0.6590216,0.320945,0.9284006,0.3551118,0
0.467336683,0.4236596,0.7984002,0.0881052,0.1250552,0.752654,0.7633906,0.9273886,0.8227986,0.8039538,0.02899224,0.5540622,0.3541754,0.0926158,0.7653644,1
0.457286432,0.6804682,0.3119488,0.286594,0.8485966,0.3928496,0.6974481,0.4701102,0.2708534,0.5235456,0.9867644,0.5142022,0.305136,0.245188,0.8363702,0
0.08040201,0.8489491,0.7459848,0.6636046,0.9501261,0.5539862,0.2929653,0.13365454,0.9438892,0.2477858,0.487374,0.5800504,0.18607484,0.7154696,0.9315804,0
0.51758794,0.7715107,0.378238,0.6048522,0.491229,0.5982552,0.7936894,0.8179548,0.2756914,0.7464974,0.3927178,0.9687994,0.8510054,0.6657796,0.006854656,0
0.432160804,0.03480189,0.5041392,0.2301238,0.8188414,0.665952,0.01221274,0.8105296,0.6553518,0.9347828,0.7577392,0.6085594,0.505932,0.9686822,0.02261018,0
0.060301508,0.3359334,0.8565383,0.9114038,0.243804,0.8005482,0.6908733,0.344646,0.5194508,0.3216504,0.508681,0.12467804,0.3564282,0.3810778,0.7880736,1
0.090452261,0.967768,0.1911905,0.06080092,0.1723225,0.8449642,0.5662123,0.18307718,0.3595956,0.8347,0.13079694,0.5902898,0.06126736,0.5641192,0.8626424,0
0.768844221,0.1222968,0.87583,0.77783,0.623591,0.4611491,0.2026597,0.2750122,0.43567,0.779339,0.2015862,0.9736146,0.6942428,0.4907074,0.5075788,1
0.623115578,0.642271,0.9198494,0.3195986,0.7394035,0.3694024,0.6890554,0.5064914,0.318053,0.2974084,0.2867298,0.9409954,0.4688834,0.6407416,0.9978834,1
0.346733668,0.3874524,0.6368572,0.2242234,0.5549158,0.9330283,0.2851987,0.7867812,0.2163098,0.511518,0.4250536,0.1368534,0.03048052,0.458779,0.3379424,0
0.110552764,0.1849907,0.1789969,0.4991164,0.8568131,0.1178055,0.3535423,0.9606218,0.8020012,0.1101499,0.3719566,0.6208978,0.2697436,0.8430642,0.0325094,0
0.412060302,0.9116727,0.1535861,0.04687076,0.09985399,0.6718906,0.759936,0.2911406,0.471785,0.8720288,0.19660702,0.585731,0.667737,0.796639,0.16388152,0
0.542713568,0.671296,0.6918176,0.64377,0.3750992,0.7587792,0.9363798,0.8505432,0.6425426,0.4068752,0.9425436,0.7421838,0.8135942,0.976606,0.73855,1
0.713567839,0.3558179,0.202642,0.15273864,0.1505568,0.7650206,0.3222313,0.9061072,0.545913,0.3842654,0.754295,0.0930767,0.228622,0.8513424,0.5489534,0
0.085427136,0.09916802,0.6139774,0.5926144,0.7944915,0.9200414,0.6023554,0.8870002,0.668302,0.5964586,0.8055068,0.8034168,0.07432372,0.9181318,0.220899,1
0.381909548,0.9211981,0.09243172,0.1354359,0.8334473,0.4174505,0.3606077,0.945559,0.59285,0.469275,0.231583,0.4084698,0.3029418,0.13365172,0.4820816,0
0.899497487,0.4481302,0.6899562,0.2481098,0.4886851,0.1619458,0.06310409,0.4756716,0.2600092,0.4471782,0.016886008,0.535504,0.6881,0.12102944,0.6303636,0
0.557788945,0.3802013,0.7663188,0.8980934,0.01102613,0.3371635,0.5067892,0.584976,0.07129586,0.7209234,0.9074856,0.4730406,0.7491096,0.15750498,0.074068,1
0.407035176,0.8027509,0.7245287,0.4434904,0.6336811,0.1423932,0.6399882,0.19567674,0.3086458,0.6201684,0.2165806,0.812066,0.3357056,0.9034786,0.360078,0
0.27638191,0.7157182,0.04596736,0.570957,0.972522,0.8356422,0.487551,0.05601938,0.6057702,0.08899876,0.3281682,0.4470256,0.557872,0.4222948,0.709135,0
0.582914573,0.3634782,0.7901186,0.6455246,0.879489,0.5643809,0.6252798,0.3785392,0.8995786,0.8885018,0.7203332,0.7499326,0.566822,0.9974238,0.6702732,0
0.628140704,0.0942749,0.1282764,0.8550012,0.7254468,0.1055239,0.3284139,0.303921,0.9554604,0.2837252,0.70661,0.3391256,0.7767332,0.2105554,0.5798138,0
0.532663317,0.12927,0.3899067,0.4680178,0.7893645,0.5570515,0.9198919,0.10545714,0.3396584,0.5435302,0.3648102,0.8153962,0.9544688,0.350775,0.5320508,1
0.788944724,0.7490158,0.6421548,0.889292,0.5345691,0.6160045,0.9283528,0.957594,0.1516859,0.9696064,0.8191626,0.6730112,0.1752081,0.1107501,0.2592908,1
0.351758794,0.3675604,0.4427069,0.02488506,0.9855526,0.8976721,0.8530921,0.250202,0.3720096,0.2608774,0.6790394,0.0692355,0.05859078,0.07877434,0.3918988,0
0.251256281,0.6912573,0.9709117,0.874811,0.458257,0.9067996,0.9228222,0.4098484,0.7004162,0.7590252,0.06414322,0.486397,0.12125882,0.5395522,0.0285682,0
0.070351759,0.8638625,0.4958612,0.6398836,0.4688153,0.9147809,0.4280209,0.4547122,0.2895922,0.9564928,0.2942286,0.0181832,0.05470214,0.5263482,0.5242578,0
0.663316583,0.509823,0.8655617,0.6169812,0.9408248,0.4564344,0.4481257,0.9915918,0.2114252,0.05220086,0.3358734,0.3007542,0.3758382,0.4679598,0.12682996,1
0.748743719,0.5413003,0.3980026,0.2269992,0.1021428,0.04926801,0.3162316,0.07547576,0.8510392,0.6706028,0.2641826,0.9071676,0.5478962,0.6150142,0.0935787,0
0.045226131,0.7955972,0.8501138,0.5664466,0.7629174,0.4208071,0.6507103,0.1667562,0.9808964,0.3199272,0.09758212,0.4370896,0.9964274,0.3318624,0.613744,0
0.673366834,0.4542662,0.926914,0.2842268,0.9571115,0.1011522,0.08320504,0.2597582,0.7743902,0.5564964,0.982731,0.3715372,0.4430376,0.7090546,0.9400132,0
0.140703518,0.6985339,0.6660632,0.4139288,0.1343852,0.00369094,0.1927558,0.6906106,0.8624946,0.5741658,0.3334658,0.08133194,0.968364,0.5039102,0.7152944,0
0.095477387,0.4327525,0.9024824,0.2650808,0.8685847,0.5872267,0.5037362,0.8395634,0.2529034,0.0313752,0.03498122,0.01445085,0.15450826,0.5423154,0.9789914,0
0.64321608,0.5872081,0.160175,0.3672036,0.5735232,0.6243656,0.661403,0.08041926,0.03357138,0.6920022,0.8748488,0.6250962,0.9088228,0.02262356,0.3545498,1
0.954773869,0.2200524,0.9478689,0.2351444,0.5817885,0.4657411,0.2566453,0.8472204,0.4638116,0.3423404,0.9341612,0.6820762,0.13990412,0.10634698,0.793175,1
0.361809045,0.8119849,0.9301165,0.16963864,0.2220906,0.833211,0.673545,0.8649716,0.4235748,0.7689176,0.15766504,0.8612622,0.9786832,0.04579262,0.019310668,0
0.261306533,0.151385386,0.806737978,0.510616094,0.878837007,0.12871805,0.885167502,0.205955696,0.900304511,0.59059731,0.715260191,0.126335417,0.800543226,0.109390541,0.30255094,0
0.467336683,0.320475246,0.276915448,0.083553213,0.620742438,0.52967197,0.466580486,0.729443782,0.988489856,0.140525821,0.200733354,0.882159815,0.336138831,0.925585891,0.801407718,0
0.909547739,0.660339189,0.84745229,0.665770378,0.084536696,0.318669163,0.195883966,0.161286577,0.754431827,0.769727702,0.968497418,0.56905941,0.997856303,0.845710001,0.255252544,0
0.095477387,0.57916089,0.981240619,0.345350316,0.908880363,0.834377153,0.620799246,0.765247019,0.936320752,0.237946076,0.77423058,0.795862459,0.195794467,0.631073091,0.574540667,1
0.542713568,0.318402004,0.701511718,0.576042728,0.407001592,0.351919378,0.371561363,0.399318757,0.607799144,0.090316677,0.839880961,0.991685839,0.945271695,0.283887622,0.815217224,0
0.683417085,0.921788714,0.661774306,0.16486149,0.373046156,0.570822944,0.909850814,0.894419821,0.092804739,0.425432848,0.054788741,0.896831977,0.344105134,0.46977478,0.070856974,1
0.557788945,0.174952679,0.960088695,0.011316266,0.545848908,0.865834516,0.559918298,0.334019716,0.011232041,0.06017597,0.50905694,0.751139907,0.427305232,0.27221452,0.125975495,0
0.376884422,0.483069585,0.116337886,0.6096457,0.998704538,0.560703615,0.362947562,0.293655225,0.638934332,0.057766699,0.590185059,0.51527885,0.178836001,0.502200633,0.526835156,0
0.869346734,0.96274377,0.553727509,0.887424616,0.594465236,0.735276627,0.097887125,0.9157283,0.254059733,0.757573015,0.121921438,0.609415096,0.901144751,0.06282171,0.905493564,1
0.236180905,0.061282439,0.7127772,0.103668394,0.49337373,0.454722883,0.776868311,0.051061674,0.557551082,0.130105481,0.87384307,0.491489464,0.683241477,0.321192212,0.106202255,0
0.889447236,0.144293819,0.971725085,0.911508253,0.315669086,0.340481914,0.234008267,0.386572138,0.971108173,0.088179141,0.603074364,0.315891215,0.49366757,0.571801337,0.822962362,0
0.115577889,0.23695945,0.072037111,0.902269397,0.26415765,0.235945408,0.823968411,0.128004792,0.463383093,0.508563459,0.045282913,0.208782764,0.122539486,0.212844474,0.262844997,0
0.341708543,0.463350607,0.912218709,0.997451168,0.348326607,0.617912712,0.028874139,0.481600811,0.525464932,0.624223097,0.187282257,0.581781572,0.591207494,0.626442756,0.556019828,1
0.050251256,0.557012464,0.312534315,0.940505924,0.741537076,0.705988687,0.168220781,0.534991498,0.64312132,0.906342957,0.399535565,0.034708335,0.265829675,0.71960355,0.081676721,0
0.859296482,0.858405349,0.881700977,0.375939933,0.48658649,0.380279159,0.97265245,0.171388658,0.914472946,0.94418075,0.674959941,0.041414623,0.212034349,0.40071095,0.699173871,0
0.105527638,0.81882632,0.479216768,0.471532506,0.890010268,0.153957266,0.561811709,0.616885982,0.364042811,0.803246644,0.411320172,0.690993826,0.605797523,0.430379185,0.649909104,0
0.216080402,0.277665894,0.853453135,0.067627807,0.233204509,0.44106244,0.679564741,0.654806419,0.694865643,0.077657872,0.636084688,0.862903515,0.515906479,0.160404609,0.737476684,0
0.904522613,0.593220276,0.430851092,0.419952811,0.819501329,0.660241114,0.438373998,0.852078129,0.92439168,0.747046555,0.559918686,0.40245476,0.109771867,0.684169248,0.094925386,0
0.532663317,0.05042117,0.873778178,0.781739981,0.600125525,0.918408978,0.213466526,0.907177213,0.952668636,0.169190514,0.240947097,0.437225593,0.252075382,0.522522641,0.669328098,1
0.884422111,0.288927099,0.655433435,0.116191308,0.670790908,0.723263999,0.458420864,0.643334211,0.416518778,0.816101366,0.228952835,0.855362746,0.50242746,0.781085932,0.91617039,1
0.653266332,0.426381051,0.217870109,0.745379832,0.932132884,0.332942976,0.260101302,0.555294274,0.992390495,0.510558549,0.443348609,0.352990012,0.761602464,0.588608794,0.483917041,0
0.010050251,0.435544931,0.733203135,0.738182583,0.539948433,0.68822898,0.792145419,0.445934987,0.548133156,0.577361521,0.354721785,0.921997004,0.557891687,0.011513924,0.88196378,1
0.246231156,0.027663299,0.698380385,0.843217469,0.014920396,0.434143474,0.78913735,0.63759889,0.268082445,0.849039679,0.70177118,0.989101771,0.640957476,0.175488798,0.947200789,1
0.618090452,0.580968613,0.049984705,0.855823269,0.866276341,0.180101712,0.410486553,0.780396959,0.735890447,0.037018149,0.40351655,0.570329712,0.704562902,0.455107245,0.429341721,0
0.56281407,0.947480165,0.77213443,0.140709324,0.750059613,0.320524084,0.328712309,0.5763118,0.595418669,0.985776995,0.921765591,0.785963244,0.860757545,0.26310565,0.516926439,0
0.83919598,0.60875218,0.754372965,0.28570644,0.64285854,0.377303704,0.35655788,0.961703498,0.420465476,0.935658393,0.196530458,0.10150905,0.859375498,0.516829778,0.008885809,0
0.633165829,0.800076686,0.4537873,0.455606773,0.449864804,0.620733949,0.242193719,0.247072566,0.184258557,0.403671755,0.272361011,0.555776483,0.131941105,0.417484398,0.232286659,1
0.738693467,0.98934917,0.019655767,0.634341709,0.927576923,0.800703566,0.170094371,0.432647223,0.586406398,0.045569217,0.17897164,0.014544767,0.437145788,0.249525185,0.45546569,0
0.703517588,0.524069657,0.896411165,0.559619488,0.41068275,0.22637172,0.110792145,0.360803224,0.760006563,0.658970902,0.933391476,0.364938088,0.629557907,0.023626146,0.392069992,0
0.301507538,0.677887634,0.908061353,0.317112717,0.17810764,0.364133059,0.067674509,0.877132073,0.568663884,0.322722306,0.479237961,0.285262071,0.697418581,0.863462935,0.655370498,0
0.728643216,0.699761276,0.569190622,0.972584695,0.241228714,0.474307178,0.640332879,0.357508141,0.611010452,0.558263332,0.664977389,0.673830129,0.312560303,0.544542303,0.609692778,0
0.015075377,0.013334025,0.080586224,0.219256775,0.114099184,0.980802464,0.527749521,0.261702255,0.040957397,0.996759957,0.325698414,0.479288979,0.306125323,0.476687047,0.478032339,1
0.185929648,0.127872148,0.764776429,0.614208117,0.469275436,0.552771167,0.763939596,0.932148222,0.287772404,0.338993669,0.807367797,0.264334179,0.24132818,0.915290917,0.702040468,1
0.271356784,0.740893609,0.266968828,0.768163007,0.525542082,0.24794071,0.687848173,0.991368553,0.890295114,0.022966598,0.282148275,0.612447625,0.271801932,0.720028212,0.634006469,0
0.140703518,0.910436999,0.200446715,0.95754665,0.060142666,0.400910975,0.310333323,0.403207048,0.803420719,0.973854644,0.363053128,0.418762573,0.000799355,0.838618734,0.148291249,0
0.251256281,0.735149337,0.007568543,0.984121433,0.329673653,0.062766822,0.603661516,0.456596533,0.947863159,0.279053497,0.818634999,0.181826599,0.822711811,0.955568857,0.58441127,0
0.773869347,0.650480893,0.035916737,0.175144168,0.737700655,0.771362555,0.862076884,0.184582466,0.081134625,0.647811764,0.781957201,0.160903238,0.964401284,0.399019199,0.283950532,0
0.824120603,0.130891961,0.625101405,0.355422847,0.940799524,0.856634761,0.539659125,0.062217838,0.063502528,0.395425509,0.028509455,0.462391599,0.567114582,0.44950326,0.320308887,1
0.592964824,0.626883255,0.744526018,0.489740243,0.253654198,0.7197913,0.07564966,0.750496916,0.203302139,0.206162802,0.79946971,0.638614305,0.89346788,0.659001683,0.031358661,0
0.974874372,0.180348385,0.40025482,0.04073638,0.454804265,0.992118113,0.15441116,0.158429675,0.496966767,0.879257361,0.142745611,0.298325555,0.321504681,0.856939464,0.196771844,0
0.391959799,0.454309109,0.159618436,0.437695038,0.966757607,0.11372027,0.758038681,0.28460356,0.103536143,0.663025084,0.73839856,0.943629126,0.715995063,0.238362239,0.330624881,0
0.798994975,0.537592941,0.619876274,0.328725549,0.207864473,0.041183647,0.941656333,0.560446691,0.124061791,0.603632352,0.571438558,0.811879071,0.658906183,0.704631887,0.179975382,0
0.522613065,0.25831797,0.866343596,0.099898656,0.778100581,0.967805361,0.872061186,0.143300201,0.273080299,0.83960561,0.457570504,0.06768746,0.403887009,0.736290997,0.83113849,0
0.969849246,0.073824625,0.224255413,0.229651476,0.630786775,0.970655782,0.343485867,0.54350482,0.149592029,0.434195763,0.894461266,0.654407884,0.980981341,0.674391008,0.116253325,0
0.628140704,0.226155548,0.932666259,0.536364213,0.511689144,0.757837751,0.994508149,0.59236221,0.116902689,0.455642395,0.529554318,0.094767092,0.368072118,0.309699211,0.240255866,1
0.743718593,0.213449867,0.190805695,0.750653893,0.950367328,0.871238522,0.281031767,0.882093228,0.658857395,0.298004763,0.696353251,0.80980657,0.381180843,0.982795489,0.770687424,0
0.477386935,0.545322788,0.303301416,0.801284148,0.702401423,0.097773417,0.746006185,0.11289585,0.349358551,0.72478195,0.31164101,0.590891814,0.547642656,0.539794688,0.741883373,0
0.502512563,0.832600091,0.588940501,0.704927848,0.619121952,0.173613491,0.851005779,0.8329983,0.707440799,0.918716635,0.904069694,0.830973855,0.141262543,0.116829252,0.858001914,0
0.663316583,0.395728606,0.833066752,0.366632449,0.150013635,0.9061593,0.919571861,0.46893524,0.458384462,0.157015874,0.4897976,0.326356688,0.088545318,0.099080061,0.758348242,1
0.306532663,0.269058467,0.324024238,0.031893787,0.682273004,0.009170427,0.835809744,0.707626606,0.777993568,0.611283666,0.431469391,0.33198539,0.375367687,0.196699789,0.617246877,0
0.32160804,0.375660219,0.725737914,0.691775984,0.381682629,0.481052201,0.711688944,0.501040294,0.448936403,0.446516336,0.068899852,0.022616052,0.935961918,0.824130646,0.412806299,0
0.150753769,0.560564868,0.345969884,0.461155603,0.161497625,0.517155458,0.735185711,0.977586695,0.74831137,0.377995084,0.751967035,0.393187623,0.888630542,0.339313862,0.046429027,0
0.577889447,0.891021137,0.445700171,0.591569524,0.786480972,0.841563666,0.120543228,0.944147338,0.433707501,0.852401652,0.866205871,0.078695767,0.978674382,0.121491589,0.999587859,0
0.442211055,0.513283419,0.282180713,0.508574108,0.424855725,0.302615757,0.131818746,0.072210357,0.668719798,0.588639953,0.11792541,0.340520886,0.410590933,0.070170217,0.46537109,0
0.43718593,0.369906005,0.468201267,0.024248605,0.856932443,0.397737914,0.220324745,0.410067187,0.848007616,0.284787949,0.377337955,0.722039109,0.574694897,0.005765008,0.354314533,0
0.030150754,0.307143653,0.380366558,0.798783417,0.212896695,0.195947591,0.954134484,0.310302505,0.391772845,0.103297416,0.267517203,0.275722586,0.663424817,0.89508741,0.067241187,0
0.311557789,0.950789742,0.396255828,0.158248266,0.979786717,0.670953767,0.547108047,0.522501018,0.151632777,0.899954256,0.005244564,0.820369057,0.958245707,0.362893665,0.271741241,1
1,0.296142164,0.484334789,0.939788196,0.332881263,0.161584679,0.654382942,0.66220495,0.219444891,0.717595422,0.646299516,0.730180923,0.295292905,0.662764026,0.503203244,0
0.090452261,0.354932337,0.523569261,0.42634543,0.565257645,0.827010907,0.574760304,0.27308081,0.354446376,0.86471065,0.514558772,0.221965497,0.204372356,0.906083384,0.153879777,0
0.929648241,0.092690977,0.787736676,0.716915233,0.840778223,0.952691827,0.843797047,0.219088926,0.880783926,0.542575844,0.972540048,0.153409775,0.180564258,0.553905181,0.360544939,1
0.412060302,0.412931109,0.54173452,0.817921833,0.586785538,0.932968301,0.937799683,0.429385028,0.969855716,0.303835112,0.58057486,0.452836533,0.812477746,0.692909836,0.132779246,0
0.648241206,0.784752783,0.57493209,0.380341706,0.431819497,0.425626653,0.259615772,0.864919046,0.670158382,0.772979536,0.074353032,0.621863341,0.223980863,0.563859357,0.937154538,0
0.231155779,0.509640785,0.947371889,0.648199937,0.555298045,0.603451765,0.634439984,0.951680203,0.474948825,0.927686263,0.46771135,0.872044217,0.031112133,0.648215426,0.013285461,0
0.070351759,0.704236321,0.23511001,0.196876362,0.008016788,0.029963633,0.182765765,0.741888946,0.054266262,0.634297405,0.301291554,0.05231853,0.094216226,0.792329801,0.686014551,0
0.582914573,0.048440971,0.254750869,0.824317769,0.223131872,0.032148896,0.276528749,0.041915552,0.873800654,0.966559669,0.429839163,0.934061018,0.752391892,0.089857181,0.955239208,0
0.35678392,0.199538274,0.025878999,0.962438758,0.696912734,0.765907472,0.39754724,0.495034819,0.627369444,0.522426569,0.728141769,0.768671695,0.878505323,0.356154459,0.538605491,0
0.125628141,0.332864735,0.055725374,0.200081477,0.797730445,0.01408991,0.695887064,0.030811122,0.302795384,0.462951846,0.829816809,0.372758126,0.742270252,0.208324757,0.215327693,0
0.497487437,0.765408494,0.606549177,0.004211061,0.182617936,0.655399289,0.503668981,0.237946966,0.486562839,0.129299194,0.340363397,0.747525545,0.047477123,0.812366159,0.431114219,0
0.869346734,0.005813783,0.818651256,0.447869569,0.146787602,0.898098069,0.48509391,0.695713472,0.197797261,0.781394657,0.985674141,0.133406308,0.397177186,0.497709013,0.407758935,0
0.814070352,0.402562869,0.373968464,0.685955921,0.729921433,0.210106531,0.381442291,0.099689296,0.577220525,0.184823612,0.094017183,0.689601033,0.060951649,0.130587736,0.780629398,0
0.16080402,0.90878084,0.069601162,0.679849631,0.665514875,0.146749896,0.142666545,0.818757688,0.68982406,0.178017257,0.014570463,0.116285409,0.784792247,0.885148996,0.567052853,0
0.386934673,0.168823024,0.413808773,0.135280435,0.059306845,0.138801816,0.031738209,0.347058532,0.295433227,0.263352981,0.844033244,0.008453132,0.631271421,0.258610126,0.870492559,0
0.487437186,0.689873347,0.531700883,0.495232784,0.362074043,0.634080888,0.588965273,0.101153547,0.786598878,0.695473009,0.945722065,0.521222836,0.11264237,0.149854021,0.497813167,0
0.849246231,0.871016209,0.682316049,0.297864448,0.12229959,0.498940521,0.705623431,0.671609923,0.222750394,0.340506138,0.29260251,0.175557073,0.012270418,0.483967623,0.797841393,1
0.673366834,0.44618775,0.339499202,0.270877224,0.804839866,0.798078513,0.803424543,0.303351543,0.513969441,0.356851848,0.918740876,0.977764258,0.831845032,0.944682836,0.595525757,0
0.150753769,0.117047338,0.160835082,0.52256112,0.074610594,0.080522684,0.812837297,0.829886092,0.035591846,0.475260166,0.769930873,0.242593794,0.61017256,0.994206555,0.868551084,0
0.788944724,0.771485884,0.95193044,0.863566041,0.137827214,0.279511395,0.967475385,0.029140789,0.339809503,0.013854015,0.569302022,0.714989804,0.489348203,0.969156348,0.29209872,1
0.190954774,0.478908106,0.360746953,0.332490555,0.350006053,0.544989404,0.445628502,0.325350972,0.859649668,0.952180782,0.25986528,0.195844167,0.841210399,0.344823144,0.542300553,0
0.939698492,0.241626703,0.35605016,0.261750185,0.197506234,0.924974592,0.61565386,0.772468937,0.862180399,0.11049256,0.956583427,0.90484753,0.524064256,0.189424083,0.056734104,0
0.427135678,0.861218665,0.642158429,0.075729221,0.288307324,0.26201222,0.006333318,0.199223468,0.723931709,0.793386039,0.853023853,0.446085399,0.727891679,0.051241789,0.724447834,0
0.452261307,0.639775569,0.095879873,0.874833931,0.983146712,0.586809973,0.929625866,0.607534896,0.238710845,0.495275428,0.218674202,0.770208633,0.471058685,0.155637079,0.626600653,0
0.366834171,0.996271103,0.672288976,0.65809949,0.827120332,0.745473042,0.727689412,0.139035073,0.326915889,0.253600995,0.086712596,0.143827998,0.923415946,0.757312367,0.710778219,1
0.959798995,0.970191994,0.503909252,0.627505152,0.762517115,0.206095777,0.337615242,0.986515482,0.003367515,0.00991589,0.234891996,0.213816199,0.773335944,0.800005705,0.313432483,1
0.989949749,0.718291641,0.123479059,0.123474438,0.883093475,0.59308183,0.511527221,0.710207792,0.246904817,0.380463581,0.166285839,0.480674073,0.237744019,0.746283556,0.678074548,0
0.407035176,0.729988775,0.799183794,0.568068745,0.296959548,0.941640612,0.20367798,0.37095879,0.371534502,0.530719019,0.626906601,0.422892264,0.055371672,0.223707262,0.923489754,1
0.346733668,0.498680955,0.631120391,0.242517642,0.034230956,0.788473997,0.309136158,0.47949587,0.838903988,0.566763672,0.546722915,0.707647429,0.077871715,0.770857619,0.380520824,1
0.718592965,0.843969111,0.142549761,0.775929636,0.398528902,0.071770707,0.474963501,0.258881766,0.31888446,0.191623596,0.388821177,0.388015848,0.737975892,0.296761968,0.898632828,0
0.512562814,0.649362418,0.291866241,0.581562157,0.275343999,0.505862107,0.590277347,0.84456234,0.171380033,0.675803738,0.156877382,0.962040312,0.352239059,0.606091577,0.975569195,1
0.763819095,0.823247729,0.827455435,0.921751597,0.305481775,0.109725565,0.404501394,0.627867439,0.400359492,0.240907659,0.749998635,0.239178601,0.914661575,0.970960991,0.769099553,0
0.286432161,0.619724476,0.429329688,0.722263773,0.65845544,0.535340993,0.660271877,0.682010268,0.163550171,0.486560992,0.882505363,0.501021611,0.53322344,0.873989047,0.847612966,1
0.693467337,0.755625985,0.244947119,0.257919633,0.913770291,0.648109163,0.890182709,0.013127032,0.813789461,0.413575066,0.534784666,0.308908846,0.5854453,0.310983218,0.225455418,0
0.939698492,0.79579329,0.996449937,0.893883765,0.091660437,0.256509065,0.018719625,0.515297618,0.506147767,0.312340255,0.610151007,0.535134312,0.799715694,0.427945677,0.16477882,0
0.753768844,0.088246904,0.511758026,0.18911222,0.47189248,0.817709811,0.429551889,0.221829994,0.075061894,0.369164303,0.652520198,0.251327818,0.02149301,0.618176326,0.373474314,1
